profile,profile_rank,ranking_method,config_key,n_bootstraps,possessions_per_bootstrap,samples_per_possession,n_scope_results,mean_penalized_profile_cosine,median_penalized_profile_cosine,minimum_penalized_profile_cosine,maximum_penalized_profile_cosine,mean_support_cosine,mean_outside_energy_fraction,mean_recovered_dynamic_range,qut_rejection_rate,mean_p_value,mean_lambda_qut,mean_lambda_max_obs,mean_lambda_ci_width,mean_lambda_bootstrap_std,expected_scope_results,coverage_fraction,complete_coverage
low_y_side,5,"descending mean penalized profile cosine; then descending mean support cosine, ascending mean outside-energy fraction, descending minimum penalized similarity, then ascending B/P/S",b050_p02500_s250,50,2500,250,5,0.9281711153160608,0.9347863133121889,0.8639235194375585,0.9912480008883899,0.9685422951588707,0.08150265410163525,0.30335721321403974,1.0,0.0,26.62061065677137,249.95932765288808,30.59900236804014,8.378230348210653,5,1.0,True
low_y_side,6,"descending mean penalized profile cosine; then descending mean support cosine, ascending mean outside-energy fraction, descending minimum penalized similarity, then ascending B/P/S",b100_p02500_s250,100,2500,250,5,0.9258159713495037,0.93154887175666,0.8552679957860058,0.9909905789046434,0.9676821756380605,0.08449571895441774,0.302629111520946,1.0,0.0,26.62061065677137,249.95932765288808,33.145487011922235,8.376133976967212,5,1.0,True
perimeter,1,"descending mean penalized profile cosine; then descending mean support cosine, ascending mean outside-energy fraction, descending minimum penalized similarity, then ascending B/P/S",b050_p02500_s250,50,2500,250,5,0.8202495002286261,0.815915320341316,0.7426650766465734,0.8807892789366437,0.9306459906283393,0.22283934564312044,0.23156803607940674,1.0,0.0,28.432243590584655,153.56499555929284,38.95107857979272,10.348103302949863,5,1.0,True
perimeter,2,"descending mean penalized profile cosine; then descending mean support cosine, ascending mean outside-energy fraction, descending minimum penalized similarity, then ascending B/P/S",b100_p02500_s250,100,2500,250,5,0.8198224579248722,0.8139852605335094,0.7423738453826693,0.8804380945597825,0.9302422076049168,0.22286815245125555,0.23199037089943886,1.0,0.0,28.432243590584655,153.56499555929284,39.799028054066966,10.129005385703072,5,1.0,True
perimeter,3,"descending mean penalized profile cosine; then descending mean support cosine, ascending mean outside-energy fraction, descending minimum penalized similarity, then ascending B/P/S",b050_p01000_s250,50,1000,250,5,0.7862982708400217,0.7806648134159085,0.7323893129602632,0.8431860301291035,0.9152194886406143,0.2597352135334368,0.1664811497554183,1.0,0.0,17.034549739423483,62.56429168809196,22.876346038051725,6.127120397147072,5,1.0,True
perimeter,4,"descending mean penalized profile cosine; then descending mean support cosine, ascending mean outside-energy fraction, descending minimum penalized similarity, then ascending B/P/S",b100_p01000_s250,100,1000,250,5,0.7862235766862404,0.7822915662206251,0.7292786328036917,0.8459130856480156,0.9127979709401031,0.25553995982560174,0.1664259860664606,1.0,0.0,17.034549739423483,62.56429168809196,24.176877383912778,6.421615251071062,5,1.0,True
perimeter,5,"descending mean penalized profile cosine; then descending mean support cosine, ascending mean outside-energy fraction, descending minimum penalized similarity, then ascending B/P/S",b100_p01000_s200,100,1000,200,5,0.7773947853192059,0.7586657730622032,0.7149824397890799,0.8648387100510916,0.8993067519710201,0.24923768578388078,0.16311423517763615,1.0,0.0,17.49643316567217,63.666273606059406,24.1269368643632,6.505791092602986,5,1.0,True
perimeter,6,"descending mean penalized profile cosine; then descending mean support cosine, ascending mean outside-energy fraction, descending minimum penalized similarity, then ascending B/P/S",b500_p01000_s100,500,1000,100,5,0.7767829423480523,0.7792256594623185,0.7262906699987324,0.8265928260459185,0.903711879566029,0.25812363752377143,0.17960008047521114,1.0,0.0,14.887723864186132,51.108571417425466,21.97166794378314,5.6443237059208275,5,1.0,True
reference,1,"descending mean penalized profile cosine; then descending mean support cosine, ascending mean outside-energy fraction, descending minimum penalized similarity, then ascending B/P/S",b100_p01000_s250,100,1000,250,5,0.8817115103688629,0.8773248004175647,0.8493600793846487,0.9132200554204926,0.9498837935806888,0.135511054601522,0.23280948780477048,1.0,0.0,16.368848638463525,68.99876441999778,22.787911909780338,6.202283259498148,5,1.0,True
reference,2,"descending mean penalized profile cosine; then descending mean support cosine, ascending mean outside-energy fraction, descending minimum penalized similarity, then ascending B/P/S",b100_p01000_s200,100,1000,200,5,0.8815921078996446,0.8851837248337474,0.8437333460000651,0.9138595037012802,0.9467426467216724,0.13001533102939358,0.24308070093393325,1.0,0.0,15.372292975252881,66.97705917114457,22.886301597968306,6.116732624142141,5,1.0,True
reference,3,"descending mean penalized profile cosine; then descending mean support cosine, ascending mean outside-energy fraction, descending minimum penalized similarity, then ascending B/P/S",b050_p01000_s250,50,1000,250,5,0.8812318035244292,0.8775193249869561,0.8451292054319163,0.914389077439884,0.9514889863253556,0.1395882530304377,0.23311994321644303,1.0,0.0,16.368848638463525,68.99876441999778,21.527722312985563,6.238910356819962,5,1.0,True
reference,4,"descending mean penalized profile cosine; then descending mean support cosine, ascending mean outside-energy fraction, descending minimum penalized similarity, then ascending B/P/S",b500_p01000_s100,500,1000,100,5,0.8796622726994208,0.8910584677968866,0.8459295429000526,0.9125393140665956,0.9423378882171868,0.12553790027942885,0.2590710690617561,1.0,0.0,14.287391178265647,56.23012393996571,20.530988398513415,5.3761311157120435,5,1.0,True
reference,5,"descending mean penalized profile cosine; then descending mean support cosine, ascending mean outside-energy fraction, descending minimum penalized similarity, then ascending B/P/S",b100_p02500_s250,100,2500,250,5,0.8761841829036984,0.8922272925811362,0.815772883784897,0.9251452353061359,0.9276086494923618,0.10455500466111031,0.3228899309039116,1.0,0.0,24.631928302286024,166.0251165768943,37.03090525503255,10.199111731877444,5,1.0,True
reference,6,"descending mean penalized profile cosine; then descending mean support cosine, ascending mean outside-energy fraction, descending minimum penalized similarity, then ascending B/P/S",b050_p02500_s250,50,2500,250,5,0.874774725667206,0.8906877343456487,0.8119975435333945,0.9260925464125873,0.9264181647896175,0.10495635139959462,0.32350453607738017,1.0,0.0,24.631928302286024,166.0251165768943,36.54774087762963,10.36633940690813,5,1.0,True
